Exemplar.Row,Exemplar.Col,Jaccard,Group
101001,101002,0.160714285714286,P1
101001,101003,0.210526315789474,P1
101001,101004,0.0833333333333333,P1
101001,101005,0.125,P1
101001,101006,0.196428571428571,P1
101001,101007,0.294117647058824,P1
101001,101008,0.245614035087719,P1
101001,101009,0.2,P1
101001,101010,0.267857142857143,P1
101001,101011,0.176470588235294,P1
101001,101012,0.1875,P1
101001,101013,0.12962962962963,P1
101001,101014,0.175438596491228,P1
101001,101015,0.258620689655172,P1
101001,101016,0.196428571428571,P1
101001,101017,0.254545454545455,P1
101001,101018,0.186440677966102,P1
101001,101019,0.120689655172414,P1
101001,101020,0.313725490196078,P1
101002,101003,0.178571428571429,P1
101002,101004,0.195121951219512,P1
101002,101005,0.276595744680851,P1
101002,101006,0.185185185185185,P1
101002,101007,0.3125,P1
101002,101008,0.192982456140351,P1
101002,101009,0.131147540983607,P1
101002,101010,0.236363636363636,P1
101002,101011,0.239130434782609,P1
101002,101012,0.23728813559322,P1
101002,101013,0.16,P1
101002,101014,0.254901960784314,P1
101002,101015,0.186440677966102,P1
101002,101016,0.185185185185185,P1
101002,101017,0.178571428571429,P1
101002,101018,0.175438596491228,P1
101002,101019,0.169811320754717,P1
101002,101020,0.254901960784314,P1
101003,101004,0.177777777777778,P1
101003,101005,0.142857142857143,P1
101003,101006,0.236363636363636,P1
101003,101007,0.288461538461538,P1
101003,101008,0.241379310344828,P1
101003,101009,0.23728813559322,P1
101003,101010,0.180327868852459,P1
101003,101011,0.196078431372549,P1
101003,101012,0.166666666666667,P1
101003,101013,0.24,P1
101003,101014,0.259259259259259,P1
101003,101015,0.275862068965517,P1
101003,101016,0.192982456140351,P1
101003,101017,0.206896551724138,P1
101003,101018,0.183333333333333,P1
101003,101019,0.11864406779661,P1
101003,101020,0.214285714285714,P1
101004,101005,0.175,P1
101004,101006,0.159090909090909,P1
101004,101007,0.162790697674419,P1
101004,101008,0.195652173913043,P1
101004,101009,0.166666666666667,P1
101004,101010,0.195652173913043,P1
101004,101011,0.157894736842105,P1
101004,101012,0.153846153846154,P1
101004,101013,0.125,P1
101004,101014,0.159090909090909,P1
101004,101015,0.1875,P1
101004,101016,0.186046511627907,P1
101004,101017,0.152173913043478,P1
101004,101018,0.173913043478261,P1
101004,101019,0.0888888888888889,P1
101004,101020,0.108695652173913,P1
101005,101006,0.291666666666667,P1
101005,101007,0.22,P1
101005,101008,0.294117647058824,P1
101005,101009,0.175438596491228,P1
101005,101010,0.294117647058824,P1
101005,101011,0.145833333333333,P1
101005,101012,0.203389830508475,P1
101005,101013,0.12,P1
101005,101014,0.215686274509804,P1
101005,101015,0.172413793103448,P1
101005,101016,0.148148148148148,P1
101005,101017,0.230769230769231,P1
101005,101018,0.120689655172414,P1
101005,101019,0.224489795918367,P1
101005,101020,0.127272727272727,P1
101006,101007,0.3,P1
101006,101008,0.272727272727273,P1
101006,101009,0.245614035087719,P1
101006,101010,0.25,P1
101006,101011,0.113207547169811,P1
101006,101012,0.153846153846154,P1
101006,101013,0.153846153846154,P1
101006,101014,0.245283018867925,P1
101006,101015,0.107692307692308,P1
101006,101016,0.222222222222222,P1
101006,101017,0.214285714285714,P1
101006,101018,0.189655172413793,P1
101006,101019,0.142857142857143,P1
101006,101020,0.157894736842105,P1
101007,101008,0.277777777777778,P1
101007,101009,0.228070175438596,P1
101007,101010,0.232142857142857,P1
101007,101011,0.183673469387755,P1
101007,101012,0.233333333333333,P1
101007,101013,0.229166666666667,P1
101007,101014,0.160714285714286,P1
101007,101015,0.290909090909091,P1
101007,101016,0.274509803921569,P1
101007,101017,0.240740740740741,P1
101007,101018,0.214285714285714,P1
101007,101019,0.145454545454545,P1
101007,101020,0.203703703703704,P1
101008,101009,0.209677419354839,P1
