Exemplar.Row,Exemplar.Col,Jaccard,Group
117001,117002,0.125,P6M
117001,117003,0.188679245283019,P6M
117001,117004,0.25531914893617,P6M
117001,117005,0.188679245283019,P6M
117001,117006,0.0961538461538462,P6M
117001,117007,0.0923076923076923,P6M
117001,117008,0.130434782608696,P6M
117001,117009,0.112903225806452,P6M
117001,117010,0.224137931034483,P6M
117001,117011,0.08,P6M
117001,117012,0.230769230769231,P6M
117001,117013,0.158730158730159,P6M
117001,117014,0.173076923076923,P6M
117001,117015,0.107692307692308,P6M
117001,117016,0.104166666666667,P6M
117001,117017,0.189655172413793,P6M
117001,117018,0.127272727272727,P6M
117001,117019,0.192307692307692,P6M
117001,117020,0.127272727272727,P6M
117002,117003,0.12280701754386,P6M
117002,117004,0.0909090909090909,P6M
117002,117005,0.185185185185185,P6M
117002,117006,0.137254901960784,P6M
117002,117007,0.241379310344828,P6M
117002,117008,0.152173913043478,P6M
117002,117009,0.147540983606557,P6M
117002,117010,0.241379310344828,P6M
117002,117011,0.1,P6M
117002,117012,0.160714285714286,P6M
117002,117013,0.138461538461538,P6M
117002,117014,0.148148148148148,P6M
117002,117015,0.158730158730159,P6M
117002,117016,0.2,P6M
117002,117017,0.206896551724138,P6M
117002,117018,0.105263157894737,P6M
117002,117019,0.125,P6M
117002,117020,0.105263157894737,P6M
117003,117004,0.111111111111111,P6M
117003,117005,0.142857142857143,P6M
117003,117006,0.115384615384615,P6M
117003,117007,0.161290322580645,P6M
117003,117008,0.0816326530612245,P6M
117003,117009,0.166666666666667,P6M
117003,117010,0.0909090909090909,P6M
117003,117011,0.170212765957447,P6M
117003,117012,0.226415094339623,P6M
117003,117013,0.193548387096774,P6M
117003,117014,0.0508474576271186,P6M
117003,117015,0.106060606060606,P6M
117003,117016,0.08,P6M
117003,117017,0.147540983606557,P6M
117003,117018,0.0677966101694915,P6M
117003,117019,0.166666666666667,P6M
117003,117020,0.145454545454545,P6M
117004,117005,0.153846153846154,P6M
117004,117006,0.0384615384615385,P6M
117004,117007,0.192982456140351,P6M
117004,117008,0.113636363636364,P6M
117004,117009,0.0819672131147541,P6M
117004,117010,0.133333333333333,P6M
117004,117011,0.0625,P6M
117004,117012,0.173076923076923,P6M
117004,117013,0.147540983606557,P6M
117004,117014,0.115384615384615,P6M
117004,117015,0.169491525423729,P6M
117004,117016,0.0869565217391304,P6M
117004,117017,0.2,P6M
117004,117018,0.156862745098039,P6M
117004,117019,0.204081632653061,P6M
117004,117020,0.113207547169811,P6M
117005,117006,0.0943396226415094,P6M
117005,117007,0.142857142857143,P6M
117005,117008,0.177777777777778,P6M
117005,117009,0.147540983606557,P6M
117005,117010,0.263157894736842,P6M
117005,117011,0.1,P6M
117005,117012,0.140350877192982,P6M
117005,117013,0.15625,P6M
117005,117014,0.107142857142857,P6M
117005,117015,0.17741935483871,P6M
117005,117016,0.08,P6M
117005,117017,0.206896551724138,P6M
117005,117018,0.145454545454545,P6M
117005,117019,0.105263157894737,P6M
117005,117020,0.125,P6M
117006,117007,0.157894736842105,P6M
117006,117008,0.0681818181818182,P6M
117006,117009,0.12280701754386,P6M
117006,117010,0.157894736842105,P6M
117006,117011,0.13953488372093,P6M
117006,117012,0.18,P6M
117006,117013,0.133333333333333,P6M
117006,117014,0.142857142857143,P6M
117006,117015,0.116666666666667,P6M
117006,117016,0.0666666666666667,P6M
117006,117017,0.12280701754386,P6M
117006,117018,0.163265306122449,P6M
117006,117019,0.117647058823529,P6M
117006,117020,0.0961538461538462,P6M
117007,117008,0.0517241379310345,P6M
117007,117009,0.238095238095238,P6M
117007,117010,0.194029850746269,P6M
117007,117011,0.105263157894737,P6M
117007,117012,0.19672131147541,P6M
117007,117013,0.205882352941176,P6M
117007,117014,0.186440677966102,P6M
117007,117015,0.157142857142857,P6M
117007,117016,0.127272727272727,P6M
117007,117017,0.164179104477612,P6M
117007,117018,0.0923076923076923,P6M
117007,117019,0.183333333333333,P6M
117007,117020,0.163934426229508,P6M
117008,117009,0.0925925925925926,P6M
117008,117010,0.109090909090909,P6M
117008,117011,0.128205128205128,P6M
117008,117012,0.148936170212766,P6M
117008,117013,0.105263157894737,P6M
117008,117014,0.159090909090909,P6M
117008,117015,0.215686274509804,P6M
117008,117016,0.075,P6M
117008,117017,0.18,P6M
117008,117018,0.0833333333333333,P6M
117008,117019,0.130434782608696,P6M
117008,117020,0.0833333333333333,P6M
117009,117010,0.147058823529412,P6M
117009,117011,0.109090909090909,P6M
117009,117012,0.126984126984127,P6M
117009,117013,0.194029850746269,P6M
117009,117014,0.133333333333333,P6M
117009,117015,0.17910447761194,P6M
117009,117016,0.132075471698113,P6M
117009,117017,0.134328358208955,P6M
117009,117018,0.0952380952380952,P6M
117009,117019,0.078125,P6M
117009,117020,0.131147540983607,P6M
117010,117011,0.145454545454545,P6M
117010,117012,0.158730158730159,P6M
117010,117013,0.223880597014925,P6M
117010,117014,0.25,P6M
117010,117015,0.191176470588235,P6M
117010,117016,0.0689655172413793,P6M
117010,117017,0.147058823529412,P6M
117010,117018,0.163934426229508,P6M
117010,117019,0.203389830508475,P6M
117010,117020,0.203389830508475,P6M
117011,117012,0.0769230769230769,P6M
117011,117013,0.160714285714286,P6M
117011,117014,0.204545454545455,P6M
117011,117015,0.163636363636364,P6M
117011,117016,0.0714285714285714,P6M
117011,117017,0.196078431372549,P6M
117011,117018,0.102040816326531,P6M
117011,117019,0.102040816326531,P6M
117011,117020,0.08,P6M
117012,117013,0.171875,P6M
117012,117014,0.105263157894737,P6M
117012,117015,0.15625,P6M
117012,117016,0.1,P6M
117012,117017,0.163934426229508,P6M
117012,117018,0.103448275862069,P6M
117012,117019,0.28,P6M
117012,117020,0.163636363636364,P6M
117013,117014,0.125,P6M
117013,117015,0.136986301369863,P6M
117013,117016,0.12280701754386,P6M
117013,117017,0.126760563380282,P6M
117013,117018,0.140625,P6M
117013,117019,0.19672131147541,P6M
117013,117020,0.19672131147541,P6M
117014,117015,0.145161290322581,P6M
117014,117016,0.0833333333333333,P6M
117014,117017,0.192982456140351,P6M
117014,117018,0.150943396226415,P6M
117014,117019,0.109090909090909,P6M
117014,117020,0.150943396226415,P6M
117015,117016,0.0862068965517241,P6M
117015,117017,0.234375,P6M
117015,117018,0.161290322580645,P6M
117015,117019,0.2,P6M
117015,117020,0.125,P6M
117016,117017,0.111111111111111,P6M
117016,117018,0.06,P6M
117016,117019,0.0192307692307692,P6M
117016,117020,0.06,P6M
117017,117018,0.232142857142857,P6M
117017,117019,0.277777777777778,P6M
117017,117020,0.15,P6M
117018,117019,0.148148148148148,P6M
117018,117020,0.107142857142857,P6M
117019,117020,0.169811320754717,P6M
