Exemplar.Row,Exemplar.Col,Jaccard,Group
101001,101002,0.147540983606557,P1
101001,101003,0.220338983050847,P1
101001,101004,0.104477611940299,P1
101001,101005,0.214285714285714,P1
101001,101006,0.133333333333333,P1
101001,101007,0.258620689655172,P1
101001,101008,0.254545454545455,P1
101001,101009,0.2,P1
101001,101010,0.2,P1
101001,101011,0.25,P1
101001,101012,0.253968253968254,P1
101001,101013,0.212121212121212,P1
101001,101014,0.2,P1
101001,101015,0.275862068965517,P1
101001,101016,0.116666666666667,P1
101001,101017,0.180327868852459,P1
101001,101018,0.169230769230769,P1
101001,101019,0.180327868852459,P1
101001,101020,0.229508196721311,P1
101002,101003,0.132075471698113,P1
101002,101004,0.107142857142857,P1
101002,101005,0.217391304347826,P1
101002,101006,0.166666666666667,P1
101002,101007,0.270833333333333,P1
101002,101008,0.14,P1
101002,101009,0.285714285714286,P1
101002,101010,0.224489795918367,P1
101002,101011,0.259259259259259,P1
101002,101012,0.196428571428571,P1
101002,101013,0.307692307692308,P1
101002,101014,0.111111111111111,P1
101002,101015,0.192307692307692,P1
101002,101016,0.25,P1
101002,101017,0.25,P1
101002,101018,0.163636363636364,P1
101002,101019,0.25,P1
101002,101020,0.211538461538462,P1
101003,101004,0.163636363636364,P1
101003,101005,0.183673469387755,P1
101003,101006,0.183673469387755,P1
101003,101007,0.211538461538462,P1
101003,101008,0.18,P1
101003,101009,0.298245614035088,P1
101003,101010,0.148148148148148,P1
101003,101011,0.228070175438596,P1
101003,101012,0.210526315789474,P1
101003,101013,0.206896551724138,P1
101003,101014,0.192307692307692,P1
101003,101015,0.230769230769231,P1
101003,101016,0.163265306122449,P1
101003,101017,0.169811320754717,P1
101003,101018,0.2,P1
101003,101019,0.169811320754717,P1
101003,101020,0.181818181818182,P1
101004,101005,0.176470588235294,P1
101004,101006,0.153846153846154,P1
101004,101007,0.203703703703704,P1
101004,101008,0.0892857142857143,P1
101004,101009,0.1875,P1
101004,101010,0.142857142857143,P1
101004,101011,0.2,P1
101004,101012,0.183333333333333,P1
101004,101013,0.2,P1
101004,101014,0.207547169811321,P1
101004,101015,0.2,P1
101004,101016,0.204081632653061,P1
101004,101017,0.12280701754386,P1
101004,101018,0.214285714285714,P1
101004,101019,0.254901960784314,P1
101004,101020,0.196428571428571,P1
101005,101006,0.148936170212766,P1
101005,101007,0.204081632653061,P1
101005,101008,0.170212765957447,P1
101005,101009,0.25,P1
101005,101010,0.183673469387755,P1
101005,101011,0.294117647058824,P1
101005,101012,0.226415094339623,P1
101005,101013,0.178571428571429,P1
101005,101014,0.183673469387755,P1
101005,101015,0.2,P1
101005,101016,0.127659574468085,P1
101005,101017,0.183673469387755,P1
101005,101018,0.169811320754717,P1
101005,101019,0.137254901960784,P1
101005,101020,0.326086956521739,P1
101006,101007,0.204081632653061,P1
101006,101008,0.27906976744186,P1
101006,101009,0.166666666666667,P1
101006,101010,0.115384615384615,P1
101006,101011,0.245283018867925,P1
101006,101012,0.25,P1
101006,101013,0.137931034482759,P1
101006,101014,0.183673469387755,P1
101006,101015,0.153846153846154,P1
101006,101016,0.152173913043478,P1
101006,101017,0.137254901960784,P1
101006,101018,0.215686274509804,P1
101006,101019,0.115384615384615,P1
101006,101020,0.150943396226415,P1
101007,101008,0.224489795918367,P1
101007,101009,0.209677419354839,P1
101007,101010,0.235294117647059,P1
101007,101011,0.245614035087719,P1
101007,101012,0.272727272727273,P1
101007,101013,0.224137931034483,P1
101007,101014,0.166666666666667,P1
101007,101015,0.25,P1
101007,101016,0.16,P1
101007,101017,0.188679245283019,P1
101007,101018,0.175438596491228,P1
101007,101019,0.3125,P1
101007,101020,0.2,P1
101008,101009,0.183333333333333,P1
101008,101010,0.0925925925925926,P1
101008,101011,0.240740740740741,P1
101008,101012,0.157894736842105,P1
101008,101013,0.135593220338983,P1
101008,101014,0.156862745098039,P1
101008,101015,0.173076923076923,P1
101008,101016,0.102040816326531,P1
101008,101017,0.113207547169811,P1
