Exemplar.Row,Exemplar.Col,Jaccard,Group
115001,115002,0.0952380952380952,P31M
115001,115003,0.125,P31M
115001,115004,0.0847457627118644,P31M
115001,115005,0.12,P31M
115001,115006,0.0961538461538462,P31M
115001,115007,0.18,P31M
115001,115008,0.0925925925925926,P31M
115001,115009,0.0461538461538462,P31M
115001,115010,0.206896551724138,P31M
115001,115011,0.0909090909090909,P31M
115001,115012,0.12280701754386,P31M
115001,115013,0.166666666666667,P31M
115001,115014,0.172413793103448,P31M
115001,115015,0.113207547169811,P31M
115001,115016,0.0943396226415094,P31M
115001,115017,0.160714285714286,P31M
115001,115018,0.101694915254237,P31M
115001,115019,0.0169491525423729,P31M
115001,115020,0.163636363636364,P31M
115002,115003,0.208955223880597,P31M
115002,115004,0.19672131147541,P31M
115002,115005,0.101694915254237,P31M
115002,115006,0.1,P31M
115002,115007,0.172413793103448,P31M
115002,115008,0.192982456140351,P31M
115002,115009,0.222222222222222,P31M
115002,115010,0.234375,P31M
115002,115011,0.131147540983607,P31M
115002,115012,0.19672131147541,P31M
115002,115013,0.107692307692308,P31M
115002,115014,0.184615384615385,P31M
115002,115015,0.114754098360656,P31M
115002,115016,0.196428571428571,P31M
115002,115017,0.15625,P31M
115002,115018,0.174603174603175,P31M
115002,115019,0.232142857142857,P31M
115002,115020,0.258620689655172,P31M
115003,115004,0.169230769230769,P31M
115003,115005,0.114754098360656,P31M
115003,115006,0.15,P31M
115003,115007,0.183333333333333,P31M
115003,115008,0.126984126984127,P31M
115003,115009,0.194029850746269,P31M
115003,115010,0.261538461538462,P31M
115003,115011,0.161290322580645,P31M
115003,115012,0.151515151515152,P31M
115003,115013,0.19047619047619,P31M
115003,115014,0.176470588235294,P31M
115003,115015,0.145161290322581,P31M
115003,115016,0.111111111111111,P31M
115003,115017,0.132352941176471,P31M
115003,115018,0.203125,P31M
115003,115019,0.180327868852459,P31M
115003,115020,0.245901639344262,P31M
115004,115005,0.0526315789473684,P31M
115004,115006,0.0701754385964912,P31M
115004,115007,0.188679245283019,P31M
115004,115008,0.125,P31M
115004,115009,0.142857142857143,P31M
115004,115010,0.15625,P31M
115004,115011,0.142857142857143,P31M
115004,115012,0.172413793103448,P31M
115004,115013,0.196428571428571,P31M
115004,115014,0.107692307692308,P31M
115004,115015,0.145454545454545,P31M
115004,115016,0.107142857142857,P31M
115004,115017,0.131147540983607,P31M
115004,115018,0.112903225806452,P31M
