Exemplar.Row,Exemplar.Col,Jaccard,Group
117001,117002,0.0943396226415094,P6M
117001,117003,0.120689655172414,P6M
117001,117004,0.157894736842105,P6M
117001,117005,0.137931034482759,P6M
117001,117006,0.107142857142857,P6M
117001,117007,0.0833333333333333,P6M
117001,117008,0.0476190476190476,P6M
117001,117009,0.109090909090909,P6M
117001,117010,0.210526315789474,P6M
117001,117011,0.135593220338983,P6M
117001,117012,0.169491525423729,P6M
117001,117013,0.145454545454545,P6M
117001,117014,0.05,P6M
117001,117015,0.156862745098039,P6M
117001,117016,0.188679245283019,P6M
117001,117017,0.176470588235294,P6M
117001,117018,0.109090909090909,P6M
117001,117019,0.105263157894737,P6M
117001,117020,0.180327868852459,P6M
117002,117003,0.18,P6M
117002,117004,0.176470588235294,P6M
117002,117005,0.0909090909090909,P6M
117002,117006,0.0769230769230769,P6M
117002,117007,0.134615384615385,P6M
117002,117008,0.2,P6M
117002,117009,0.145833333333333,P6M
117002,117010,0.0677966101694915,P6M
117002,117011,0.109090909090909,P6M
117002,117012,0.125,P6M
117002,117013,0.163265306122449,P6M
117002,117014,0.14,P6M
117002,117015,0.104166666666667,P6M
117002,117016,0.1875,P6M
117002,117017,0.102040816326531,P6M
117002,117018,0.122448979591837,P6M
117002,117019,0.1875,P6M
117002,117020,0.1,P6M
117003,117004,0.0983606557377049,P6M
117003,117005,0.175438596491228,P6M
117003,117006,0.105263157894737,P6M
117003,117007,0.2,P6M
117003,117008,0.0634920634920635,P6M
117003,117009,0.127272727272727,P6M
117003,117010,0.147540983606557,P6M
117003,117011,0.152542372881356,P6M
117003,117012,0.147540983606557,P6M
117003,117013,0.207547169811321,P6M
117003,117014,0.163636363636364,P6M
117003,117015,0.153846153846154,P6M
117003,117016,0.185185185185185,P6M
117003,117017,0.0892857142857143,P6M
117003,117018,0.127272727272727,P6M
117003,117019,0.185185185185185,P6M
117003,117020,0.19672131147541,P6M
117004,117005,0.0793650793650794,P6M
117004,117006,0.12280701754386,P6M
117004,117007,0.135593220338983,P6M
117004,117008,0.114754098360656,P6M
117004,117009,0.235294117647059,P6M
117004,117010,0.183333333333333,P6M
117004,117011,0.112903225806452,P6M
117004,117012,0.224137931034483,P6M
117004,117013,0.203703703703704,P6M
117004,117014,0.160714285714286,P6M
117004,117015,0.12962962962963,P6M
117004,117016,0.101694915254237,P6M
117004,117017,0.087719298245614,P6M
117004,117018,0.166666666666667,P6M
117004,117019,0.140350877192982,P6M
117004,117020,0.193548387096774,P6M
117005,117006,0.12280701754386,P6M
117005,117007,0.155172413793103,P6M
117005,117008,0.0461538461538462,P6M
117005,117009,0.105263157894737,P6M
117005,117010,0.126984126984127,P6M
117005,117011,0.15,P6M
117005,117012,0.0757575757575758,P6M
117005,117013,0.0655737704918033,P6M
117005,117014,0.160714285714286,P6M
117005,117015,0.0892857142857143,P6M
117005,117016,0.101694915254237,P6M
117005,117017,0.148148148148148,P6M
117005,117018,0.0677966101694915,P6M
117005,117019,0.160714285714286,P6M
117005,117020,0.0882352941176471,P6M
117006,117007,0.145454545454545,P6M
117006,117008,0.12280701754386,P6M
117006,117009,0.134615384615385,P6M
117006,117010,0.240740740740741,P6M
117006,117011,0.120689655172414,P6M
117006,117012,0.155172413793103,P6M
117006,117013,0.109090909090909,P6M
117006,117014,0.12962962962963,P6M
117006,117015,0.14,P6M
117006,117016,0.109090909090909,P6M
117006,117017,0.115384615384615,P6M
117006,117018,0.134615384615385,P6M
117006,117019,0.173076923076923,P6M
117006,117020,0.206896551724138,P6M
117007,117008,0.155172413793103,P6M
117007,117009,0.169811320754717,P6M
117007,117010,0.147540983606557,P6M
117007,117011,0.133333333333333,P6M
117007,117012,0.129032258064516,P6M
117007,117013,0.185185185185185,P6M
117007,117014,0.230769230769231,P6M
117007,117015,0.0909090909090909,P6M
117007,117016,0.163636363636364,P6M
117007,117017,0.109090909090909,P6M
117007,117018,0.127272727272727,P6M
117007,117019,0.185185185185185,P6M
117007,117020,0.17741935483871,P6M
117008,117009,0.145454545454545,P6M
117008,117010,0.0597014925373134,P6M
